annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;262;90;80;60;42;69;88;1700;26500;1390;1910;37;;9.3;1870;SD23;1480;2280;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;259;85;68;44;49;63;82;1500;23400;1300;1900;41;80;8.6;1865;SD23;1475;2280;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;259;89;76;50;49;68;86;1670;26000;1410;2100;41;80;8.6;1865;SD23;1475;2280;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;225;86;76;45;39;60;88;1650;25700;1400;2050;45;;7.8;1900;SD23;1470;2330;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;366;91;78;58;41;66;84;1700;26500;1440;1900;35;81;10.1;1830;SD23;1460;2230;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;81;78;69;52;45;62;73;1730;26900;ns;ns;40;;9.9;1870;SD23;1490;2280;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;191;81;62;34;33;50;73;1400;21800;1250;1600;40;81;8.5;1830;SD19;1450;2180;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;177;80;70;52;37;56;80;1600;25000;1240;1760;32;;9.3;1870;SD19;1480;2280;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;27;79;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;SD19;1475;2280;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;191;86;65;38;33;66;79;1450;22600;1270;1710;40;81;8.5;1830;SD19;1450;2180;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;;88;72;49;37;70;86;1630;25400;1310;1800;;;10.1;1830;SD19;1460;2230;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;180;83;71;43;40;52;83;1540;23900;1300;1900;39;;8.6;1865;SD19;1475;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;33;87;ns;ns;ns;ns;ns;ns;ns;ns;ns;39;;9.9;1870;SD19;1490;2280;disc06_06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;187;89;75;57;35;76;84;1700;26500;1360;1850;41;;9.9;1870;SD19;1490;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_06;Langues et littératures françaises;220;88;78;59;34;77;84;1700;26500;1400;1870;40;84;9.9;1870;SD19;1490;2280;disc06_06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;150;84;86;44;55;61;99;1700;26500;1500;2130;38;;8.5;1830;SD24;1450;2180;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;;88;79;49;52;78;93;1840;28700;1510;2400;;;10.1;1830;SD24;1460;2230;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;608;84;59;32;54;59;95;1550;24200;1350;1900;40;77;10.1;1830;SD24;1460;2230;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;561;88;80;39;59;77;95;1750;27300;1500;2050;45;;8.5;1830;SD24;1450;2180;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;;84;56;;54;57;94;1520;23700;1330;1800;;;10.1;1830;SD24;1460;2230;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;649;87;73;42;53;71;93;1730;27000;1430;2070;29;81;9.7;1800;SD24;;;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;675;84;65;30;53;59;92;1580;24600;1350;1890;43;79;9.9;1870;SD24;1490;2280;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;529;89;71;34;52;76;95;1690;26400;1450;2000;42;;9.9;1870;SD24;1490;2280;disc06_07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_07;Langues étrangères appliquées;529;83;64;30;52;60;92;1560;24300;1310;1840;42;;9.9;1870;SD24;1490;2280;disc06_07_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD20;1475;2280;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;;90;75;61;29;71;80;1730;26900;ns;ns;;;10.1;1830;SD20;1460;2230;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD20;1460;2230;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;;89;65;;29;56;78;1700;26500;ns;ns;;;10.1;1830;SD20;1460;2230;disc06_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD20;1450;2180;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD20;1470;2330;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;57;84;85;77;17;80;91;1750;27300;ns;ns;34;;9.9;1870;SD20;1490;2280;disc06_08_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_08;Littérature générale et comparée;57;87;80;71;17;74;89;1700;26500;ns;ns;34;;9.9;1870;SD20;1490;2280;disc06_08_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;38;92;88;69;62;77;89;ns;ns;ns;ns;37;;8.5;1830;SD17;1450;2180;disc06_09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;;85;79;54;43;60;80;1540;24100;1300;1840;;;10.1;1830;SD17;1460;2230;disc06_09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;253;89;76;48;50;62;82;1600;25000;1300;1950;29;87;9.7;1800;SD17;;;disc06_09_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;163;92;83;62;59;46;78;1500;23400;1270;1800;40;;7.8;1900;SD17;1470;2330;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_09;Sciences du langage, linguistique;;83;74;;43;53;75;1500;23400;1200;1800;;;10.1;1830;SD17;1460;2230;disc06_09_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;;74;ns;;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD65;1460;2230;disc06_10_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;133;94;72;49;56;71;86;1700;26500;1450;2040;31;81;8.6;1865;SD65;1475;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;;87;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD65;1460;2230;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;151;88;80;58;53;71;90;1700;26500;1440;2070;25;77;9.9;1870;SD65;1490;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_10;Pluridisciplinaire langues;35;94;82;55;51;65;92;ns;ns;ns;ns;25;;9.9;1870;SD65;1490;2280;disc06_10_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;97;90;69;47;39;61;85;1600;25000;ns;ns;40;;9.3;1870;SD67;1480;2280;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD67;1450;2180;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD67;1480;2280;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD67;1480;2280;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;127;77;59;40;44;46;83;1520;23700;1280;1900;39;82;8.6;1865;SD67;1475;2280;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;127;86;60;39;44;57;89;1520;23700;1350;1930;39;82;8.6;1865;SD67;1475;2280;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;134;86;84;48;38;55;85;1680;26300;1380;1900;40;74;7.8;1900;SD67;1470;2330;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD67;1490;2280;disc06_11_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_11;Pluridisciplinaire lettres, langues, sciences humaines;116;86;71;41;38;57;83;1620;25300;1340;2000;36;85;9.9;1870;SD67;1490;2280;disc06_11_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;157;73;54;34;41;51;68;1450;22600;1190;1800;43;81;9.3;1870;SD64;1480;2280;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;136;80;69;54;43;57;74;1700;26500;1300;1800;22;82;10.1;1830;SD64;1460;2230;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;132;86;83;59;43;68;81;1700;26500;1300;1850;29;87;9.7;1800;SD64;;;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;;78;70;;45;62;74;1700;26500;ns;ns;;;10.1;1830;SD64;1460;2230;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD64;1470;2330;disc06_12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_12;Pluridisciplinaire lettres, sciences du langage, arts;125;83;60;44;42;45;81;1440;22500;1190;1700;27;;9.9;1870;SD64;1490;2280;disc06_12_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
